order_id,date,sku,title,category,color,qty,unit_price,revenue,cost,profit,margin,shipping_fee,shipping_cost,coupon_discount,ad_spend,ad_impressions,ad_clicks,channel,payment,installments_count,status,views,stock,state,city
MLB2026-000462,2026-03-12,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,2,16.9,33.8,13.82,4.39,13.0,19.9,13.93,1.66,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,23,43,RJ,Niterói
MLB2026-000463,2026-03-12,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,23.35,34.55,59.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,10,117,RJ,Rio de Janeiro
MLB2026-000464,2026-03-12,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,3,17.9,53.7,19.74,17.77,33.1,19.9,13.93,0.0,2.26,1489,41,Anúncios,Cartão de crédito,,Concluída,19,52,DF,Ceilândia
MLB2026-000465,2026-03-13,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.82,14.08,56.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,55,71,SP,Campinas
MLB2026-000466,2026-03-13,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.96,1.01,4.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,55,70,CE,Juazeiro do Norte
MLB2026-000467,2026-03-13,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,13.13,7.74,25.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,80,23,BA,Vitória da Conquista
MLB2026-000468,2026-03-13,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,21.62,28.28,56.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Enviada,10,157,DF,Ceilândia
MLB2026-000469,2026-03-13,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,7.6,8.3,52.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,29,47,SP,Osasco
MLB2026-000470,2026-03-13,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,11.33,-2.26,-9.9,12.9,9.03,4.8,0.0,0,0,Orgânico,Boleto,,Concluída,93,144,BA,Salvador
MLB2026-000471,2026-03-13,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,11.27,-2.3,-10.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,93,143,GO,Goiânia
MLB2026-000472,2026-03-13,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,10.43,2.54,9.4,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,40,126,BA,Feira de Santana
MLB2026-000473,2026-03-13,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,6.7,-4.73,-29.7,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,36,171,MG,Uberlândia
MLB2026-000474,2026-03-13,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,33.98,33.29,47.6,0.0,0.0,0.0,2.63,3401,86,Anúncios,Cartão de crédito,3,Concluída,31,168,ES,Serra
MLB2026-000475,2026-03-13,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,28.13,41.77,59.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,12,Concluída,31,167,RJ,Campos dos Goytacazes
MLB2026-000476,2026-03-13,CAP-GS23-TPU,Capa Galaxy S23 TPU Camuflada,TPU,Camuflado,1,19.9,19.9,9.29,1.58,7.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,82,202,SP,Campinas
MLB2026-000477,2026-03-13,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.5,10.4,55.0,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,31,124,MG,Juiz de Fora
MLB2026-000478,2026-03-13,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,8.94,0.93,4.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,31,123,RJ,Duque de Caxias
MLB2026-000479,2026-03-13,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,7.65,-5.03,-31.6,12.9,9.03,0.0,4.25,635,11,Anúncios,Boleto,,Concluída,13,161,RJ,Niterói
MLB2026-000480,2026-03-13,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,15.8,17.07,40.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,15,74,RS,Pelotas
MLB2026-000481,2026-03-13,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,17.24,27.66,61.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,50,28,CE,Juazeiro do Norte
MLB2026-000482,2026-03-13,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,3,44.9,134.7,66.3,68.4,50.8,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,50,25,SP,São Bernardo do Campo
MLB2026-000483,2026-03-13,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,25.22,32.68,56.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,12,116,SC,Joinville
MLB2026-000484,2026-03-14,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.32,-1.81,-7.3,19.9,13.93,0.0,3.46,772,4,Anúncios,Boleto,,Cancelada,112,69,PR,Londrina
MLB2026-000485,2026-03-14,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,11.31,1.57,5.3,19.9,13.93,0.0,3.09,3135,81,Anúncios,Boleto,,Concluída,27,22,SC,Blumenau
MLB2026-000486,2026-03-14,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,2,49.9,99.8,40.48,59.32,59.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,33,155,SP,São Paulo
MLB2026-000487,2026-03-14,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,19.55,25.35,56.5,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,48,118,MG,Contagem
MLB2026-000488,2026-03-14,CAP-IP14-COU,Capa iPhone 14 Couro Sintético Premium,Couro,Marrom,1,44.9,44.9,19.72,25.18,56.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,48,117,GO,Aparecida de Goiânia
MLB2026-000489,2026-03-14,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,9.15,11.15,50.9,0.0,0.0,0.0,1.6,1680,18,Anúncios,Cartão de crédito,,Concluída,32,229,RS,Canoas
MLB2026-000490,2026-03-14,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,8.77,4.1,18.7,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,32,228,GO,Goiânia
MLB2026-000491,2026-03-14,CAP-IP12-TPU,Capa iPhone 12 TPU Transparente,TPU,Transparente,1,16.9,16.9,6.39,-2.8,-16.6,12.9,9.03,0.0,4.28,2460,57,Anúncios,Pix,,Concluída,51,60,DF,Ceilândia
MLB2026-000492,2026-03-14,CAP-IP11-SIL,Capinha iPhone 11 Silicone Antichoque,Silicone,Preto,1,15.9,15.9,5.96,-2.93,-18.4,12.9,9.03,0.0,3.84,1523,42,Anúncios,Boleto,,Concluída,20,46,CE,Sobral
MLB2026-000493,2026-03-14,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.57,-0.7,-4.4,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,38,170,RJ,Niterói
MLB2026-000494,2026-03-14,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,6.7,0.17,1.1,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,38,169,GO,Anápolis
MLB2026-000495,2026-03-14,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,30.94,38.96,55.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,8,166,SP,Campinas
MLB2026-000496,2026-03-14,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,2,29.9,59.8,21.68,21.24,35.5,19.9,13.93,0.0,2.95,2535,10,Anúncios,Cartão de crédito,12,Concluída,33,150,PA,Ananindeua
MLB2026-000497,2026-03-14,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,10.95,9.92,33.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,33,149,SP,São Bernardo do Campo
MLB2026-000498,2026-03-14,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,6.47,-5.5,-36.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,30,214,PA,Ananindeua
MLB2026-000499,2026-03-14,CAP-RN13-SUP,Capa Redmi Note 13 com Suporte,Com Suporte,Preto,1,32.9,32.9,13.26,2.35,7.1,19.9,13.93,0.0,3.36,2737,26,Anúncios,Pix,,Enviada,29,185,BA,Vitória da Conquista
MLB2026-000500,2026-03-14,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,23.53,31.37,57.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Devolvida,2,69,MG,Belo Horizonte
MLB2026-000501,2026-03-14,CAP-RN14-AGU,Capa Redmi Note 14 À Prova d'Água,À Prova d'Água,Azul,1,54.9,54.9,25.6,27.65,50.4,0.0,0.0,0.0,1.65,3415,99,Anúncios,Boleto,,Enviada,2,68,MA,Imperatriz
MLB2026-000502,2026-03-14,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,11.73,4.24,14.2,19.9,13.93,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,6,183,RJ,Niterói
MLB2026-000503,2026-03-14,CAP-MG84-SUP,Capa Moto G84 com Suporte,Com Suporte,Preto,1,29.9,29.9,13.29,16.34,54.6,0.0,0.0,0.27,0.0,0,0,Orgânico,Pix,,Concluída,6,182,RS,Caxias do Sul
MLB2026-000504,2026-03-14,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,16.18,27.02,60.2,0.0,0.0,1.7,0.0,0,0,Orgânico,Pix,,Concluída,12,24,AM,Parintins
MLB2026-000505,2026-03-14,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,7.02,-4.05,-24.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Boleto,,Devolvida,6,42,MG,Juiz de Fora
MLB2026-000506,2026-03-14,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,22.58,32.3,55.8,0.0,0.0,3.02,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,18,115,PR,Londrina
MLB2026-000507,2026-03-14,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,24.67,33.23,57.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,18,114,SC,Chapecó
MLB2026-000508,2026-03-14,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,26.98,30.92,53.4,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,18,113,PR,Londrina
MLB2026-000509,2026-03-14,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,8.58,0.29,1.6,12.9,9.03,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Enviada,42,51,PE,Caruaru
MLB2026-000510,2026-03-15,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.15,10.4,41.8,0.0,0.0,0.0,4.35,1117,6,Anúncios,Pix,,Enviada,72,68,RS,Canoas
MLB2026-000511,2026-03-15,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.32,14.58,58.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,72,67,RJ,Rio de Janeiro
MLB2026-000512,2026-03-15,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,10.82,15.62,52.2,0.0,0.0,3.46,0.0,0,0,Orgânico,Pix,,Concluída,21,21,SC,Florianópolis
MLB2026-000513,2026-03-15,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,24.62,25.28,50.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,47,154,MG,Uberlândia
MLB2026-000514,2026-03-15,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,2,21.9,43.8,21.62,4.91,11.2,19.9,13.93,0.0,3.34,2532,29,Anúncios,Pix,,Enviada,40,226,SC,Florianópolis
MLB2026-000515,2026-03-15,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,10.61,-2.64,-12.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,40,225,PR,Londrina
MLB2026-000516,2026-03-15,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,2,22.9,45.8,18.54,26.76,58.4,0.0,0.0,0.5,0.0,0,0,Orgânico,Boleto,,Concluída,58,141,BA,Vitória da Conquista
MLB2026-000517,2026-03-15,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,10.78,2.19,8.1,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,44,125,SP,Campinas
MLB2026-000518,2026-03-15,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,26.45,43.45,62.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,8,165,PE,Caruaru
MLB2026-000519,2026-03-15,CAP-GS25-COU,Capa Galaxy S25 Ultra Couro Premium,Couro,Marrom,1,69.9,69.9,29.66,38.5,55.1,0.0,0.0,0.0,1.74,628,5,Anúncios,Pix,,Concluída,8,164,SP,Campinas
MLB2026-000520,2026-03-15,CAP-GS24-SIL,Capa Galaxy S24 Silicone com Anel,Silicone,Azul,1,29.9,29.9,10.62,10.25,34.3,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,27,148,AM,Manaus
MLB2026-000521,2026-03-15,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.63,11.27,53.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,9,Concluída,68,187,MA,Imperatriz
MLB2026-000522,2026-03-15,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.91,-1.92,-9.2,12.9,9.03,0.0,3.88,537,8,Anúncios,Pix,,Concluída,68,186,ES,Serra
MLB2026-000523,2026-03-15,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,9.37,2.5,12.0,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,68,185,PR,Curitiba
MLB2026-000524,2026-03-15,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,6.94,-1.62,-10.2,12.9,9.03,0.0,1.55,544,3,Anúncios,Pix,,Concluída,29,160,SP,São Bernardo do Campo
MLB2026-000525,2026-03-15,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,1,35.9,35.9,16.75,18.16,50.6,0.0,0.0,0.0,0.99,2650,42,Anúncios,Pix,,Concluída,9,75,SP,São Bernardo do Campo
MLB2026-000526,2026-03-15,CAP-GA55-SUP,Capa Galaxy A55 com Suporte e Anel,Com Suporte,Preto,1,35.9,35.9,15.17,5.49,15.3,19.9,13.93,1.31,0.0,0,0,Orgânico,Cartão de crédito,6,Concluída,9,74,SP,Osasco
MLB2026-000527,2026-03-15,CAP-IP16-CRI,Capa iPhone 16 Cristal Espelhada,Cristal,Prata,1,37.9,37.9,16.54,5.75,15.2,19.9,13.93,1.68,0.0,0,0,Orgânico,Cartão de crédito,9,Enviada,47,163,SP,Guarulhos
MLB2026-000528,2026-03-15,CAP-GA56-CRI,Capa Galaxy A56 Cristal Espelhada,Cristal,Prata,1,34.9,34.9,17.13,1.51,4.3,19.9,13.93,0.0,2.33,554,6,Anúncios,Pix,,Concluída,25,119,SP,São Bernardo do Campo
MLB2026-000529,2026-03-15,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,15.76,29.14,64.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,6,Enviada,25,23,PR,Maringá
MLB2026-000530,2026-03-15,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,17.44,27.46,61.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,25,22,RJ,Niterói
MLB2026-000531,2026-03-16,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,9.54,15.36,61.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,17,66,CE,Juazeiro do Norte
MLB2026-000532,2026-03-16,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,11.59,-4.61,-18.5,19.9,13.93,0.0,3.99,675,18,Anúncios,Pix,,Concluída,17,65,SP,Guarulhos
MLB2026-000533,2026-03-16,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,10.67,5.2,20.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,17,64,BA,Feira de Santana
MLB2026-000534,2026-03-16,CAP-IP15-CRI,Capa iPhone 15 Acrílico Cristal Transparente,Cristal,Transparente,1,29.9,29.9,11.54,1.93,6.5,19.9,13.93,0.0,2.5,2587,77,Anúncios,Pix,,Concluída,57,20,DF,Taguatinga
MLB2026-000535,2026-03-16,CAP-IP16-MAG,Capa iPhone 16 Silicone com MagSafe,MagSafe,Azul,1,49.9,49.9,24.09,25.81,51.7,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,56,153,SC,Joinville
MLB2026-000536,2026-03-16,CAP-IP13-SIL,Capa iPhone 13 Silicone Colorida,Silicone,Rosa,1,21.9,21.9,10.02,11.88,54.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,13,224,RJ,Rio de Janeiro
MLB2026-000537,2026-03-16,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.13,5.74,25.1,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,12,140,SP,Guarulhos
MLB2026-000538,2026-03-16,CAP-GA55-SIL,Capa Galaxy A55 Silicone Fosca,Silicone,Verde,1,22.9,22.9,8.25,-1.46,-6.4,19.9,13.93,0.0,2.18,2160,22,Anúncios,Boleto,,Concluída,12,139,SP,Guarulhos
MLB2026-000539,2026-03-16,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,9.86,3.11,11.6,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,35,124,DF,Ceilândia
MLB2026-000540,2026-03-16,CAP-RN13-TPU,Capa Redmi Note 13 TPU Cristal,TPU,Transparente,1,14.9,14.9,5.31,4.13,27.7,0.0,0.0,4.46,1.0,3266,31,Anúncios,Pix,,Concluída,60,213,RJ,Campos dos Goytacazes
MLB2026-000541,2026-03-16,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,8.07,3.8,18.2,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,7,184,GO,Aparecida de Goiânia
MLB2026-000542,2026-03-16,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,14.7,20.2,57.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,22,89,SP,Campinas
MLB2026-000543,2026-03-16,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,1,34.9,34.9,15.56,5.41,15.5,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de débito,,Cancelada,22,88,SP,Osasco
MLB2026-000544,2026-03-16,CAP-MG84-TPU,Capa Moto G84 TPU Transparente,TPU,Transparente,1,15.9,15.9,7.65,8.25,51.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,23,159,RJ,Niterói
MLB2026-000545,2026-03-16,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,15.35,15.52,38.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,21,145,PR,Londrina
MLB2026-000546,2026-03-16,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,16.85,21.07,52.8,0.0,0.0,1.98,0.0,0,0,Orgânico,Cartão de crédito,3,Concluída,21,144,MG,Juiz de Fora
MLB2026-000547,2026-03-16,CAP-IP15-PLU,Capa iPhone 15 Pelúcia Colorida,Pelúcia,Rosa,1,39.9,39.9,14.41,11.56,29.0,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,21,143,GO,Aparecida de Goiânia
MLB2026-000548,2026-03-16,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,3,41.9,125.7,45.93,78.99,62.8,0.0,0.0,0.78,0.0,0,0,Orgânico,Pix,,Concluída,8,71,ES,Vila Velha
MLB2026-000549,2026-03-16,CAP-IP16-PLU,Capa iPhone 16 Pelúcia Colorida,Pelúcia,Verde,1,41.9,41.9,15.84,12.13,28.9,19.9,13.93,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,8,70,PE,Caruaru
MLB2026-000550,2026-03-16,CAP-GA56-CRI,Capa Galaxy A56 Cristal Espelhada,Cristal,Prata,1,34.9,34.9,14.07,7.27,20.8,12.9,9.03,4.53,0.0,0,0,Orgânico,Boleto,,Concluída,21,118,DF,Brasília
MLB2026-000551,2026-03-16,CAP-GS24-COU,Capa Galaxy S24 Couro Premium,Couro,Preto,1,64.9,64.9,29.47,35.43,54.6,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de débito,,Concluída,6,185,RS,Canoas
MLB2026-000552,2026-03-16,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,17.99,26.91,59.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Boleto,,Concluída,36,21,SP,Guarulhos
MLB2026-000553,2026-03-16,CAP-IP13-MAG,Capa iPhone 13 Silicone MagSafe,MagSafe,Branco,1,44.9,44.9,18.76,26.14,58.2,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,36,20,MG,Uberlândia
MLB2026-000554,2026-03-16,CAP-MG85-TPU,Capa Moto G85 TPU Cinza,TPU,Cinza,1,16.9,16.9,8.43,7.0,41.4,0.0,0.0,0.0,1.47,328,9,Anúncios,Pix,,Concluída,28,41,SP,Campinas
MLB2026-000555,2026-03-16,CAP-IP15-AGU,Capa iPhone 15 À Prova d'Água,À Prova d'Água,Preto,1,57.9,57.9,27.11,28.81,49.8,0.0,0.0,0.0,1.98,2127,33,Anúncios,Boleto,,Concluída,9,112,RJ,Rio de Janeiro
MLB2026-000556,2026-03-16,CAP-R13C-SIL,Capa Redmi 13C Silicone Azul,Silicone,Azul,1,17.9,17.9,7.21,-1.47,-8.2,12.9,9.03,0.0,3.13,953,24,Anúncios,Pix,,Pendente,31,50,ES,Vitória
MLB2026-000557,2026-03-17,CAP-IP15-SIL,Capa de Celular iPhone 15 Silicone Fosca,Silicone,Preto,1,24.9,24.9,8.99,15.91,63.9,0.0,0.0,0.0,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,68,63,MG,Contagem
MLB2026-000558,2026-03-17,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,3,26.9,80.7,31.68,36.17,44.8,12.9,9.03,0.0,3.82,2165,34,Anúncios,Boleto,,Concluída,29,121,SP,Campinas
MLB2026-000559,2026-03-17,CAP-GA55-CRI,Capa Galaxy A55 Cristal Ultra Fino,Cristal,Transparente,1,26.9,26.9,11.52,-1.86,-6.9,19.9,13.93,3.31,0.0,0,0,Orgânico,Pix,,Concluída,29,120,DF,Brasília
MLB2026-000560,2026-03-17,CAP-GA54-TPU,Capa Galaxy A54 TPU Antirrisco,TPU,Cinza,1,15.9,15.9,7.93,-5.96,-37.5,19.9,13.93,0.0,0.0,0,0,Orgânico,Pix,,Concluída,56,168,SP,Guarulhos
MLB2026-000561,2026-03-17,CAP-GA56-MAG,Capa Galaxy A56 com MagSafe,MagSafe,Roxo,1,47.9,47.9,22.93,24.97,52.1,0.0,0.0,0.0,0.0,0,0,Orgânico,Pix,,Concluída,10,81,SC,Florianópolis
MLB2026-000562,2026-03-17,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,7.89,-1.64,-8.7,12.9,9.03,3.62,0.0,0,0,Orgânico,Pix,,Concluída,94,122,SP,São Paulo
MLB2026-000563,2026-03-17,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,7.99,1.88,9.9,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Cancelada,94,121,SP,Campinas
MLB2026-000564,2026-03-17,CAP-RN14-SIL,Capa Redmi Note 14 Silicone,Silicone,Preto,1,18.9,18.9,6.95,-5.39,-28.5,19.9,13.93,0.0,3.41,2440,63,Anúncios,Boleto,,Concluída,94,120,SP,Guarulhos
MLB2026-000565,2026-03-17,CAP-R12-SIL,Capa realme 12 Silicone Fosca,Silicone,Branco,1,20.9,20.9,7.52,4.35,20.8,12.9,9.03,0.0,0.0,0,0,Orgânico,Pix,,Concluída,63,183,PR,Maringá
MLB2026-000566,2026-03-17,CAP-R11-PLU,Capa realme 11 Pelúcia Fofinha,Pelúcia,Rosa,2,34.9,69.8,34.14,18.91,27.1,19.9,13.93,2.82,0.0,0,0,Orgânico,Cartão de crédito,,Concluída,21,86,PA,Ananindeua
