id,platform,title,brand,model,material,color,condition,price_brl,original_price_brl,sales,rating,reviews,seller,seller_type,state,city,shipping_free,installments_count,interest_free,available_quantity,listed_date
MLB-0212,Mercado Livre,Case Redmi Note 12 Ultra Fino Acrílico Cristal,Xiaomi,Redmi Note 12,Acrílico Cristal,Preto,Novo,49.9,77.4,205,4.5,5,Acessórios Prime,MercadoLíder,GO,Anápolis,True,3,False,280,2025-09-08
MLB-0529,Mercado Livre,Capinha iPhone 15 Lisa Capa com Suporte - Apple,Apple,iPhone 15,Capa com Suporte,Preto,Novo,12.9,,205,4.0,23,CelShop Brasil,Loja Oficial,SP,Guarulhos,False,,,79,2025-12-29
MLB-0150,Mercado Livre,Capa de Celular Moto G85 Glitter Acrílico Cristal Prata,Motorola,Moto G85,Acrílico Cristal,Prata,Novo,9.9,12.1,203,4.7,4,Prime Cases,MercadoLíder,SP,São Bernardo do Campo,False,6,True,70,2025-08-26
MLB-0541,Mercado Livre,Case Moto G24 Glitter Com Desenho TPU com Cordão Marrom - Motorola,Motorola,Moto G24,TPU com Cordão,Marrom,Novo,20.8,26.2,199,4.1,4,Top Cel Acessórios,Vendedor,SP,Osasco,True,9,True,0,2026-03-12
MLB-0006,Mercado Livre,Capinha iPhone 14 Lisa Policarbonato Branco,Apple,iPhone 14,Policarbonato,Branco,Novo,14.9,26.0,198,4.6,17,Case Store Brasil,Loja Oficial,RJ,Campos dos Goytacazes,True,6,True,282,2026-03-27
MLB-0360,Mercado Livre,Capinha Galaxy S25 Camuflada Ultra Fino À Prova d'Água,Samsung,Galaxy S25,À Prova d'Água,Vermelho,Novo,89.6,,198,4.8,12,Max Acessórios,MercadoLíder,MG,Belo Horizonte,False,3,True,60,2026-03-21
MLB-0354,Mercado Livre,Capinha realme C53 Transparente Silicone com MagSafe Roxo - realme,realme,realme C53,Silicone com MagSafe,Roxo,Novo,77.6,,196,5.0,19,Acessórios Prime,Vendedor,SC,Florianópolis,False,12,True,73,2026-02-07
MLB-0140,Mercado Livre,Capa de Celular Redmi Note 12 Anti-Risco Silicone Prata,Xiaomi,Redmi Note 12,Silicone,Prata,Novo,69.9,,193,4.9,15,Acessórios Prime,Vendedor,BA,Salvador,False,6,False,216,2026-08-07
MLB-0223,Mercado Livre,Capa de Celular Moto G85 Ultra Fino TPU Rosa,Motorola,Moto G85,TPU,Rosa,Novo,69.9,104.2,193,4.8,8,TecnoCases,Vendedor,RS,Porto Alegre,False,12,False,120,2025-10-27
MLB-0287,Mercado Livre,Capa Protetora iPhone 16 Lisa Com Desenho Couro Sintético Camuflado - Apple,Apple,iPhone 16,Couro Sintético,Camuflado,Novo,35.2,58.1,193,4.4,21,Acessórios Prime,Vendedor,PE,Caruaru,False,9,False,251,2026-01-16
MLB-0263,Mercado Livre,Capa Protetora Moto Edge 50 Transparente Policarbonato Amarelo - Motorola,Motorola,Moto Edge 50,Policarbonato,Amarelo,Novo,35.8,50.9,192,4.7,19,iCases Store,MercadoLíder,PR,Curitiba,True,,,131,2025-10-02
MLB-0430,Mercado Livre,Capa Protetora Moto Edge 50 Lisa Texturizada Pelúcia - Motorola,Motorola,Moto Edge 50,Pelúcia,Prata,Novo,31.6,,192,3.8,15,Importados BR,MercadoLíder,BA,Feira de Santana,True,9,False,118,2026-06-08
MLB-0474,Mercado Livre,Capa de Celular realme C53 Transparente TPU com Cordão - realme,realme,realme C53,TPU com Cordão,Laranja,Novo,19.9,34.7,192,4.0,9,Prime Cases,Vendedor,MG,Belo Horizonte,True,9,True,192,2025-08-02
MLB-0007,Mercado Livre,Case iPhone 11 Silicone Silicone - Apple,Apple,iPhone 11,Silicone,Vermelho,Novo,34.9,62.3,189,4.9,14,CaseHub,MercadoLíder,SP,Osasco,True,,,60,2026-01-31
MLB-0252,Mercado Livre,Capa de Celular iPhone 14 Ultra Fino Transparente Acrílico Cristal,Apple,iPhone 14,Acrílico Cristal,Rosa,Novo,49.9,,189,4.3,16,Acessórios Prime,Loja Oficial,AM,Parintins,False,,,284,2025-10-07
MLB-0300,Mercado Livre,Capa de Celular iPhone 11 Camuflada Couro Sintético Laranja,Apple,iPhone 11,Couro Sintético,Laranja,Novo,61.9,99.3,184,4.2,12,TecnoCases,MercadoLíder,RS,Porto Alegre,True,3,True,115,2026-03-21
MLB-0431,Mercado Livre,Capa de Celular Galaxy A55 Lisa Capa com Suporte - Samsung,Samsung,Galaxy A55,Capa com Suporte,Dourado,Novo,36.4,48.2,183,4.9,14,Max Acessórios,MercadoLíder,DF,Brasília,True,9,True,178,2026-08-16
MLB-0355,Mercado Livre,Capa Protetora Galaxy A55 Anti-Risco Silicone Dourado - Samsung,Samsung,Galaxy A55,Silicone,Dourado,Novo,22.8,,182,4.3,5,Capinha Express,Vendedor,PR,Maringá,False,9,True,32,2026-07-10
MLB-0465,Mercado Livre,Capa de Celular realme Note 50 Camuflada Geométrica Policarbonato - realme,realme,realme Note 50,Policarbonato,Vermelho,Novo,26.2,41.2,181,4.2,16,Max Acessórios,Vendedor,PR,Cascavel,True,6,False,183,2026-01-21
MLB-0271,Mercado Livre,Capa de Celular Redmi Note 13 Colorida Camuflada Capa com Suporte Prata,Xiaomi,Redmi Note 13,Capa com Suporte,Prata,Novo,54.9,70.1,175,4.3,8,CaseHub,MercadoLíder,MG,Juiz de Fora,True,3,True,0,2025-10-17
MLB-0042,Mercado Livre,Capa de Celular realme 12 TPU TPU - realme,realme,realme 12,TPU,Vermelho,Novo,17.9,24.2,174,4.6,15,Capinha Express,Vendedor,ES,Vila Velha,False,6,True,173,2025-11-02
MLB-0590,Mercado Livre,Capinha realme 12 Espelhada Transparente TPU Prata,realme,realme 12,TPU,Prata,Novo,12.5,20.4,173,4.2,15,CelShop Brasil,Vendedor,CE,Sobral,True,3,True,290,2025-07-31
MLB-0450,Mercado Livre,Case Moto G54 Fofinha Pelúcia - Motorola,Motorola,Moto G54,Pelúcia,Camuflado,Novo,34.4,,172,4.3,3,TecnoCases,MercadoLíder,PA,Belém,False,9,True,2,2026-03-08
MLB-0001,Mercado Livre,Capinha Redmi Note 12 Texturizada Pelúcia - Xiaomi,Xiaomi,Redmi Note 12,Pelúcia,Roxo,Novo,50.2,,169,4.6,3,Capinha Express,MercadoLíder,RJ,Rio de Janeiro,False,6,False,108,2025-10-09
MLB-0461,Mercado Livre,Capa Protetora Moto G54 Geométrica Floral Policarbonato Cinza,Motorola,Moto G54,Policarbonato,Cinza,Novo,23.1,,158,4.8,8,Acessórios Prime,Vendedor,SP,Guarulhos,True,9,True,196,2026-02-03
MLB-0134,Mercado Livre,Capa de Celular realme 12 Floral Fosca Pelúcia,realme,realme 12,Pelúcia,Preto,Novo,37.9,,157,4.1,3,Max Acessórios,Vendedor,PE,Caruaru,True,6,True,60,2026-04-09
MLB-0616,Mercado Livre,Case realme 11 Com Desenho Silicone - realme,realme,realme 11,Silicone,Roxo,Novo,23.9,32.2,157,4.5,13,Acessórios Prime,Loja Oficial,SP,Guarulhos,False,,,86,2025-08-11
MLB-0322,Mercado Livre,Capa Protetora Moto G54 Floral Transparente Acrílico Cristal Roxo - Motorola,Motorola,Moto G54,Acrílico Cristal,Roxo,Novo,37.4,,155,4.2,17,Acessórios Prime,Vendedor,SP,Campinas,True,,,252,2026-01-06
MLB-0164,Mercado Livre,Capinha realme 11 Floral Espelhada Capa com Suporte,realme,realme 11,Capa com Suporte,Vermelho,Novo,15.9,,154,4.4,16,Mega Cases Shop,MercadoLíder,RS,Canoas,True,9,False,265,2026-03-17
MLB-0218,Mercado Livre,Capinha Poco X6 Colorida Espelhada Capa com Suporte,Xiaomi,Poco X6,Capa com Suporte,Transparente,Novo,64.9,,154,4.7,3,Prime Cases,Vendedor,SP,Osasco,False,9,True,0,2026-05-14
MLB-0189,Mercado Livre,Case realme Note 50 Silicone Com Desenho Silicone - realme,realme,realme Note 50,Silicone,Rosa,Novo,21.5,28.4,152,4.2,3,Prime Cases,Vendedor,GO,Aparecida de Goiânia,True,,,201,2026-06-13
MLB-0477,Mercado Livre,Capa de Celular iPhone 14 Com Desenho Pelúcia Amarelo,Apple,iPhone 14,Pelúcia,Amarelo,Novo,31.7,,152,4.7,10,Case Store Brasil,Vendedor,SP,São Paulo,False,9,True,0,2026-05-16
MLB-0230,Mercado Livre,Capa de Celular realme 12 Texturizada Colorida Silicone com MagSafe - realme,realme,realme 12,Silicone com MagSafe,Transparente,Novo,79.9,120.6,148,4.3,12,Case Store Brasil,Vendedor,PR,Curitiba,True,,,117,2026-01-20
MLB-0548,Mercado Livre,Capa Protetora Galaxy A56 Camuflada Magnética Couro com MagSafe Marrom - Samsung,Samsung,Galaxy A56,Couro com MagSafe,Marrom,Novo,104.5,177.5,147,4.0,5,CelShop Brasil,Vendedor,RJ,Rio de Janeiro,True,,,285,2025-12-19
MLB-0511,Mercado Livre,Capinha Galaxy M15 Camuflada Ultra Fino Silicone com MagSafe Vermelho - Samsung,Samsung,Galaxy M15,Silicone com MagSafe,Vermelho,Novo,79.9,109.8,145,4.6,14,CelShop Brasil,Vendedor,RS,Canoas,False,9,False,124,2026-07-16
MLB-0123,Mercado Livre,Case realme C53 Espelhada Couro Sintético,realme,realme C53,Couro Sintético,Rosa,Novo,51.2,,144,5.0,6,CaseHub,Vendedor,BA,Feira de Santana,False,3,True,91,2025-11-14
MLB-0259,Mercado Livre,Capa Protetora Poco X6 Pro Camuflada Silicone Silicone Branco - Xiaomi,Xiaomi,Poco X6 Pro,Silicone,Branco,Novo,21.4,30.2,143,4.2,16,Capinha Express,Vendedor,SP,São Bernardo do Campo,True,6,True,10,2026-04-16
MLB-0482,Mercado Livre,Capa de Celular realme 11 Lisa Floral Capa com Suporte - realme,realme,realme 11,Capa com Suporte,Vermelho,Novo,40.0,67.4,142,4.4,7,Capinha Express,Vendedor,CE,Juazeiro do Norte,False,,,109,2025-07-14
MLB-0185,Mercado Livre,Capa de Celular Galaxy A35 Glitter Fosca Capa com Suporte,Samsung,Galaxy A35,Capa com Suporte,Branco,Novo,15.9,,137,4.6,3,Digital Case BR,Loja Oficial,SP,São Bernardo do Campo,True,3,True,121,2026-01-16
MLB-0364,Mercado Livre,Capinha Redmi Note 14 Camuflada Com Desenho TPU com Cordão,Xiaomi,Redmi Note 14,TPU com Cordão,Laranja,Novo,17.9,23.8,137,4.1,3,Capinha Express,Loja Oficial,ES,Serra,True,12,False,124,2026-03-29
MLB-0031,Mercado Livre,Capinha Galaxy S25 Ultra Lisa Couro Sintético Verde,Samsung,Galaxy S25 Ultra,Couro Sintético,Verde,Novo,36.9,62.3,135,4.3,15,Digital Case BR,Vendedor,PE,Recife,True,,,95,2025-10-12
MLB-0352,Mercado Livre,Capa Protetora Redmi Note 14 Ultra Fino Silicone - Xiaomi,Xiaomi,Redmi Note 14,Silicone,Preto,Usado,16.3,21.7,131,4.6,2,CelShop Brasil,Vendedor,RS,Caxias do Sul,False,12,True,144,2025-12-18
MLB-0240,Mercado Livre,Capa Protetora realme Note 50 Ultra Fino À Prova d'Água Azul,realme,realme Note 50,À Prova d'Água,Azul,Novo,27.9,39.7,129,4.2,4,iCases Store,Vendedor,SP,São Paulo,False,9,True,228,2026-01-13
MLB-0094,Mercado Livre,Capa Protetora Moto G85 Lisa À Prova d'Água Azul - Motorola,Motorola,Moto G85,À Prova d'Água,Azul,Novo,49.9,,122,4.9,2,Max Acessórios,Vendedor,PA,Ananindeua,True,6,True,259,2026-04-15
MLB-0594,Mercado Livre,Case realme C53 Espelhada Couro Sintético Branco,realme,realme C53,Couro Sintético,Branco,Novo,44.3,60.7,122,4.6,14,Acessórios Prime,MercadoLíder,BA,Feira de Santana,True,12,True,177,2025-09-07
MLB-0579,Mercado Livre,Case iPhone 13 Transparente TPU com Cordão - Apple,Apple,iPhone 13,TPU com Cordão,Transparente,Novo,17.9,,117,4.7,10,Mega Cases Shop,MercadoLíder,SC,Florianópolis,True,6,False,93,2025-10-28
MLB-0034,Mercado Livre,Capinha Galaxy M35 Colorida Silicone Branco - Samsung,Samsung,Galaxy M35,Silicone,Branco,Novo,89.9,142.1,116,4.4,10,TecnoCases,Vendedor,DF,Taguatinga,True,12,True,0,2026-04-01
MLB-0209,Mercado Livre,Case iPhone 16 Pro Max MagSafe Geométrica Silicone com MagSafe - Apple,Apple,iPhone 16 Pro Max,Silicone com MagSafe,Camuflado,Novo,73.2,119.3,116,4.7,12,CelShop Brasil,Vendedor,PR,Cascavel,True,12,True,179,2026-05-05
MLB-0318,Mercado Livre,Capa Protetora iPhone 15 Glitter Geométrica Couro Sintético Cinza,Apple,iPhone 15,Couro Sintético,Cinza,Novo,46.6,72.9,116,4.3,9,iCases Store,Vendedor,SP,Campinas,True,12,True,2,2025-09-14
MLB-0427,Mercado Livre,Case iPhone 15 Com Desenho Com Cordão TPU com Cordão,Apple,iPhone 15,TPU com Cordão,Camuflado,Novo,27.6,41.8,116,4.5,8,Digital Case BR,Vendedor,SP,Guarulhos,True,,,162,2025-08-17
MLB-0167,Mercado Livre,Capinha iPhone 14 Transparente Pelúcia Camuflado,Apple,iPhone 14,Pelúcia,Camuflado,Novo,49.6,62.8,108,4.6,5,Brasil Case Center,MercadoLíder,RS,Caxias do Sul,True,9,False,98,2026-08-03
MLB-0018,Mercado Livre,Case Moto G54 Antichoque Transparente Silicone com MagSafe Cinza - Motorola,Motorola,Moto G54,Silicone com MagSafe,Cinza,Novo,68.9,,106,4.0,11,Top Cel Acessórios,Vendedor,MG,Juiz de Fora,True,6,True,6,2025-08-10
MLB-0458,Mercado Livre,Case Galaxy S24 Geométrica Silicone Prata,Samsung,Galaxy S24,Silicone,Prata,Novo,21.9,31.0,106,4.4,6,Case Mania,Vendedor,SP,São Paulo,True,,,213,2025-12-16
MLB-0401,Mercado Livre,Capinha realme Note 50 Lisa Silicone,realme,realme Note 50,Silicone,Verde,Novo,24.6,,105,4.4,8,Importados BR,Vendedor,SP,Campinas,False,3,True,21,2025-12-25
MLB-0599,Mercado Livre,Capinha iPhone 15 Ultra Fino Transparente Couro Sintético,Apple,iPhone 15,Couro Sintético,Marrom,Novo,79.9,106.3,105,4.2,4,Digital Case BR,Vendedor,RJ,Campos dos Goytacazes,True,,,214,2026-05-02
MLB-0183,Mercado Livre,Capinha Poco X6 Silicone Ultra Fino Silicone Camuflado - Xiaomi,Xiaomi,Poco X6,Silicone,Camuflado,Novo,18.2,,104,4.7,5,Brasil Case Center,Vendedor,RJ,Duque de Caxias,True,,,254,2026-08-13
MLB-0552,Mercado Livre,Capa de Celular Moto G84 Fosca Silicone com MagSafe - Motorola,Motorola,Moto G84,Silicone com MagSafe,Cinza,Novo,63.6,82.2,104,4.5,3,Digital Case BR,MercadoLíder,SP,Campinas,False,12,False,56,2025-11-18
MLB-0443,Mercado Livre,Capa Protetora iPhone 12 Geométrica Espelhada Pelúcia Branco - Apple,Apple,iPhone 12,Pelúcia,Branco,Novo,35.3,48.0,103,5.0,2,Acessórios Prime,Loja Oficial,SC,Blumenau,False,12,True,57,2025-08-21
MLB-0284,Mercado Livre,Capa de Celular iPhone 14 Espelhada Couro Sintético Rosa - Apple,Apple,iPhone 14,Couro Sintético,Rosa,Novo,35.5,,102,4.6,4,TecnoCases,Vendedor,SC,Chapecó,False,6,True,128,2026-05-14
MLB-0328,Mercado Livre,Capinha Moto Edge 50 Camuflada TPU com Cordão,Motorola,Moto Edge 50,TPU com Cordão,Cinza,Novo,22.9,29.5,102,4.8,4,Importados BR,Vendedor,SP,Osasco,True,9,False,214,2026-06-12
MLB-0261,Mercado Livre,Case iPhone 11 Camuflada Capa com Suporte Preto - Apple,Apple,iPhone 11,Capa com Suporte,Preto,Novo,22.9,28.5,100,4.8,2,Prime Cases,Vendedor,PE,Olinda,True,,,118,2026-03-31
MLB-0276,Mercado Livre,Capa de Celular iPhone 14 PC Policarbonato - Apple,Apple,iPhone 14,Policarbonato,Transparente,Novo,26.9,36.7,98,4.0,5,Case Mania,MercadoLíder,DF,Ceilândia,True,,,0,2026-05-01
MLB-0238,Mercado Livre,Case Poco X6 Com Anel Anti-Risco Silicone com Anel Branco,Xiaomi,Poco X6,Silicone com Anel,Branco,Novo,79.9,106.7,95,4.2,11,CaseHub,MercadoLíder,SC,Blumenau,False,12,True,72,2026-01-19
MLB-0353,Mercado Livre,Capinha Galaxy A15 Com Desenho TPU TPU com Cordão Laranja - Samsung,Samsung,Galaxy A15,TPU com Cordão,Laranja,Novo,24.3,36.4,93,4.3,6,Prime Cases,Vendedor,CE,Juazeiro do Norte,True,12,True,62,2026-01-02
MLB-0497,Mercado Livre,Case realme C53 Camuflada Capa com Suporte Transparente,realme,realme C53,Capa com Suporte,Transparente,Novo,64.9,,91,4.3,5,CelShop Brasil,Vendedor,RS,Porto Alegre,True,6,True,296,2025-07-20
MLB-0348,Mercado Livre,Capinha Redmi Note 12 Texturizada Colorida Pelúcia - Xiaomi,Xiaomi,Redmi Note 12,Pelúcia,Verde,Novo,30.2,51.8,83,4.9,7,Max Acessórios,Vendedor,RJ,Duque de Caxias,True,9,True,52,2026-02-06
MLB-0091,Mercado Livre,Case iPhone 11 Antichoque Magnética Couro com MagSafe,Apple,iPhone 11,Couro com MagSafe,Verde,Novo,9.9,16.9,77,5.0,8,TecnoCases,Vendedor,RS,Canoas,True,3,True,296,2026-01-16
MLB-0061,Mercado Livre,Capa Protetora realme Note 50 Camuflada Couro Sintético Amarelo - realme,realme,realme Note 50,Couro Sintético,Amarelo,Novo,42.4,,75,4.9,6,CelShop Brasil,MercadoLíder,RS,Caxias do Sul,False,9,True,131,2025-12-24
MLB-0382,Mercado Livre,Capinha Poco X6 Pro Ultra Fino TPU - Xiaomi,Xiaomi,Poco X6 Pro,TPU,Cinza,Novo,15.9,,74,4.5,8,Case Store Brasil,Loja Oficial,MA,Imperatriz,False,3,False,105,2026-03-29
MLB-0067,Mercado Livre,Capinha Moto G24 Camuflada Ultra Fino Policarbonato Verde - Motorola,Motorola,Moto G24,Policarbonato,Verde,Novo,25.1,,70,4.6,8,iCases Store,Vendedor,MA,Imperatriz,False,3,True,7,2025-11-30
MLB-0053,Mercado Livre,Capinha Redmi Note 12 Glitter Acrílico Cristal Rosa,Xiaomi,Redmi Note 12,Acrílico Cristal,Rosa,Novo,40.0,62.3,68,4.9,4,Max Acessórios,Vendedor,SP,Campinas,False,6,False,168,2026-06-28
MLB-0002,Mercado Livre,Capinha Moto G24 Com Anel Silicone com Anel Preto - Motorola,Motorola,Moto G24,Silicone com Anel,Preto,Novo,24.2,33.4,66,5.0,5,Max Acessórios,MercadoLíder,BA,Salvador,False,12,False,9,2026-02-14
MLB-0310,Mercado Livre,Case realme Note 50 MagSafe Magnética Silicone com MagSafe Dourado - realme,realme,realme Note 50,Silicone com MagSafe,Dourado,Novo,69.5,118.5,64,4.7,6,Capinha Express,MercadoLíder,PA,Ananindeua,False,9,False,277,2026-08-16
MLB-0219,Mercado Livre,Capinha Galaxy S24 Floral Glitter Silicone - Samsung,Samsung,Galaxy S24,Silicone,Camuflado,Novo,21.7,,62,4.6,7,Case Store Brasil,Loja Oficial,BA,Vitória da Conquista,False,3,True,0,2026-03-16
MLB-0099,Mercado Livre,Capinha realme 12 Espelhada Capa com Suporte Rosa - realme,realme,realme 12,Capa com Suporte,Rosa,Novo,31.0,,58,4.6,3,Prime Cases,Vendedor,SP,São Bernardo do Campo,True,,,184,2025-10-08
MLB-0124,Mercado Livre,Case Galaxy A15 Geométrica Transparente Silicone com MagSafe Laranja - Samsung,Samsung,Galaxy A15,Silicone com MagSafe,Laranja,Novo,49.9,73.5,55,4.2,4,Brasil Case Center,Vendedor,RJ,Niterói,True,9,True,238,2025-07-14
MLB-0428,Mercado Livre,Capa Protetora iPhone 13 Camuflada Colorida Couro Sintético - Apple,Apple,iPhone 13,Couro Sintético,Roxo,Novo,89.9,123.6,55,4.5,1,Case Store Brasil,Vendedor,CE,Fortaleza,True,,,239,2026-02-15
MLB-0535,Mercado Livre,Capa Protetora Moto G84 Colorida Glitter Policarbonato Preto - Motorola,Motorola,Moto G84,Policarbonato,Preto,Novo,32.7,,55,4.4,5,Top Cel Acessórios,MercadoLíder,SP,São Bernardo do Campo,True,3,True,178,2026-06-24
MLB-0257,Mercado Livre,Capa de Celular Moto G84 Camuflada Capa com Suporte Dourado - Motorola,Motorola,Moto G84,Capa com Suporte,Dourado,Novo,33.2,40.2,53,4.3,4,iCases Store,Vendedor,RS,Porto Alegre,False,,,260,2025-12-07
MLB-0377,Mercado Livre,Case Redmi Note 13 Lisa À Prova d'Água À Prova d'Água - Xiaomi,Xiaomi,Redmi Note 13,À Prova d'Água,Marrom,Novo,34.9,,51,4.2,1,Importados BR,Vendedor,MG,Belo Horizonte,False,3,True,40,2025-12-14
MLB-0620,Mercado Livre,Case realme Note 50 Texturizada Pelúcia Verde - realme,realme,realme Note 50,Pelúcia,Verde,Novo,32.9,,51,4.4,5,CaseHub,Loja Oficial,ES,Vila Velha,False,12,True,211,2026-01-20
MLB-0166,Mercado Livre,Case Xiaomi 14 Silicone À Prova d'Água,Xiaomi,Xiaomi 14,À Prova d'Água,Prata,Novo,54.9,,50,4.2,1,CelShop Brasil,MercadoLíder,PR,Curitiba,False,3,False,1,2026-05-31
MLB-0339,Mercado Livre,Case Galaxy A35 Lisa Silicone com Anel Verde,Samsung,Galaxy A35,Silicone com Anel,Verde,Novo,40.4,,50,4.4,2,Case Mania,Vendedor,SP,São Bernardo do Campo,False,12,False,7,2025-09-08
MLB-0397,Mercado Livre,Capa de Celular iPhone 12 Couro Premium Couro com MagSafe Branco - Apple,Apple,iPhone 12,Couro com MagSafe,Branco,Novo,95.8,154.3,50,4.7,5,Case Store Brasil,Vendedor,CE,Juazeiro do Norte,True,3,True,14,2026-03-23
MLB-0501,Mercado Livre,Capa de Celular Moto G24 Com Desenho Couro com MagSafe,Motorola,Moto G24,Couro com MagSafe,Marrom,Novo,70.2,,50,4.3,5,iCases Store,MercadoLíder,RJ,Campos dos Goytacazes,False,3,True,83,2025-09-04
MLB-0504,Mercado Livre,Case Galaxy A56 Transparente TPU TPU Camuflado,Samsung,Galaxy A56,TPU,Camuflado,Novo,15.0,21.0,50,4.6,4,iCases Store,Vendedor,MA,São Luís,False,6,True,220,2026-07-24
MLB-0536,Mercado Livre,Capinha Moto G54 Transparente Anti-Risco Couro com MagSafe - Motorola,Motorola,Moto G54,Couro com MagSafe,Vermelho,Novo,69.9,,50,4.3,3,Acessórios Prime,Loja Oficial,PR,Cascavel,False,9,True,188,2026-01-16
MLB-0045,Mercado Livre,Capa de Celular iPhone 16 Texturizada Com Desenho Couro com MagSafe Laranja - Apple,Apple,iPhone 16,Couro com MagSafe,Laranja,Novo,80.0,,49,4.6,4,Top Cel Acessórios,Vendedor,BA,Feira de Santana,False,,,22,2026-04-10
MLB-0066,Mercado Livre,Case Poco X6 Fosca Silicone Roxo - Xiaomi,Xiaomi,Poco X6,Silicone,Roxo,Novo,23.6,,49,4.7,4,Acessórios Prime,Vendedor,SP,Osasco,True,,,17,2026-01-12
MLB-0076,Mercado Livre,Capa de Celular Redmi Note 12 Ultra Fino TPU com Cordão,Xiaomi,Redmi Note 12,TPU com Cordão,Prata,Novo,15.9,21.0,49,4.3,4,Mega Cases Shop,Vendedor,DF,Ceilândia,False,12,True,0,2025-08-24
MLB-0106,Mercado Livre,Capa Protetora realme 11 Lisa Antichoque À Prova d'Água Azul - realme,realme,realme 11,À Prova d'Água,Azul,Novo,72.5,,49,4.4,2,Brasil Case Center,MercadoLíder,SP,São Paulo,True,,,11,2026-04-20
MLB-0136,Mercado Livre,Capa de Celular Moto Edge 50 Espelhada Acrílico Cristal,Motorola,Moto Edge 50,Acrílico Cristal,Vermelho,Novo,33.5,50.5,49,4.5,5,CelShop Brasil,MercadoLíder,MG,Contagem,True,12,False,77,2026-06-08
MLB-0154,Mercado Livre,Capa de Celular iPhone 14 Glitter Com Cordão TPU com Cordão - Apple,Apple,iPhone 14,TPU com Cordão,Preto,Novo,21.5,,49,4.4,2,Top Cel Acessórios,Vendedor,SP,Osasco,True,,,83,2026-01-26
MLB-0246,Mercado Livre,Capa Protetora realme 12 Com Desenho TPU Verde,realme,realme 12,TPU,Verde,Novo,29.9,45.8,49,4.8,4,TecnoCases,Vendedor,SP,Osasco,False,3,True,57,2026-08-15
MLB-0279,Mercado Livre,Capa Protetora Poco X6 Pro Texturizada TPU com Cordão - Xiaomi,Xiaomi,Poco X6 Pro,TPU com Cordão,Azul,Novo,27.1,36.1,49,4.3,2,TecnoCases,MercadoLíder,CE,Fortaleza,True,9,False,283,2025-12-14
MLB-0368,Mercado Livre,Case realme 11 Texturizada Policarbonato Branco - realme,realme,realme 11,Policarbonato,Branco,Novo,49.9,,49,4.6,5,Acessórios Prime,MercadoLíder,RJ,Rio de Janeiro,True,6,True,82,2026-06-21
MLB-0453,Mercado Livre,Capinha Moto G84 Geométrica Policarbonato Vermelho - Motorola,Motorola,Moto G84,Policarbonato,Vermelho,Novo,38.3,,49,4.9,4,Brasil Case Center,Vendedor,MA,São Luís,True,12,True,99,2025-10-31
MLB-0564,Mercado Livre,Capinha Poco X6 Pro Ultra Fino TPU Verde - Xiaomi,Xiaomi,Poco X6 Pro,TPU,Verde,Novo,49.9,66.1,49,4.0,2,Top Cel Acessórios,Vendedor,ES,Serra,True,3,True,53,2026-03-24
MLB-0581,Mercado Livre,Case Poco X6 Camuflada Antichoque Couro Sintético Rosa - Xiaomi,Xiaomi,Poco X6,Couro Sintético,Rosa,Novo,59.4,100.0,49,4.8,5,CaseHub,MercadoLíder,RS,Porto Alegre,False,12,True,193,2026-04-14
MLB-0025,Mercado Livre,Capa Protetora realme 11 Texturizada Geométrica Policarbonato - realme,realme,realme 11,Policarbonato,Verde,Novo,14.9,,48,5.0,4,Importados BR,Vendedor,SP,Osasco,False,,,41,2026-07-15
MLB-0052,Mercado Livre,Capa de Celular Moto G84 Floral Transparente Silicone Dourado - Motorola,Motorola,Moto G84,Silicone,Dourado,Novo,54.9,82.0,48,4.9,5,TecnoCases,MercadoLíder,RS,Caxias do Sul,True,,,233,2025-11-21
MLB-0197,Mercado Livre,Case Moto Edge 50 Camuflada Policarbonato - Motorola,Motorola,Moto Edge 50,Policarbonato,Vermelho,Novo,99.9,,48,4.0,0,iCases Store,Loja Oficial,SP,São Bernardo do Campo,True,,,54,2026-06-26
MLB-0391,Mercado Livre,Case iPhone 14 Ultra Fino Espelhada TPU Dourado,Apple,iPhone 14,TPU,Dourado,Novo,12.2,21.6,48,4.4,2,Case Store Brasil,Vendedor,RS,Porto Alegre,False,3,False,293,2026-03-28
MLB-0487,Mercado Livre,Case realme C53 Espelhada Antichoque Pelúcia Laranja,realme,realme C53,Pelúcia,Laranja,Novo,51.1,86.9,48,4.6,5,Digital Case BR,Vendedor,RJ,Duque de Caxias,True,3,True,26,2026-01-30
MLB-0157,Mercado Livre,Capinha iPhone 12 Texturizada Couro com MagSafe,Apple,iPhone 12,Couro com MagSafe,Marrom,Novo,97.9,153.2,47,4.5,3,CaseHub,Loja Oficial,RS,Caxias do Sul,True,12,False,130,2026-08-03
MLB-0272,Mercado Livre,Capinha Poco X6 Com Cordão TPU com Cordão Rosa - Xiaomi,Xiaomi,Poco X6,TPU com Cordão,Rosa,Novo,19.8,,47,4.3,2,Prime Cases,Vendedor,BA,Feira de Santana,False,3,False,262,2025-07-31
MLB-0468,Mercado Livre,Capa Protetora Redmi 13C Silicone Silicone - Xiaomi,Xiaomi,Redmi 13C,Silicone,Dourado,Novo,22.9,34.0,47,4.4,2,Case Mania,MercadoLíder,ES,Vitória,True,9,True,44,2025-09-10
